movieId,title,genres,avg_rating,num_ratings,genres_clean
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.7507196315486473,5211,adventure comedy crime romance
102,Mr. Wrong (1996),Comedy,2.4039506172839507,2025,comedy
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.252166377816291,1154,mystery sci-fi thriller
104,Happy Gilmore (1996),Comedy,3.397988067761181,22963,comedy
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.335110058237094,10131,drama romance
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.423357664233577,137,comedy drama
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.221542317900324,6782,adventure children comedy musical
108,Catwalk (1996),Documentary,3.089430894308943,123,documentary
110,Braveheart (1995),Action|Drama|War,3.9886301488155205,69482,action drama war
111,Taxi Driver (1976),Crime|Drama|Thriller,4.076663846972467,36647,crime drama thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.40522424439389,12308,action adventure comedy crime
113,Before and After (1996),Drama|Mystery,3.105095541401274,1099,drama mystery
114,Margaret's Museum (1995),Drama,3.631048387096774,248,drama
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,3.51,50,comedy
116,Anne Frank Remembered (1995),Documentary,3.9033092037228543,967,documentary
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.5872323552735925,1261,crime drama
118,If Lucy Fell (1996),Comedy|Romance,2.996024734982332,1132,comedy romance
119,"Steal Big, Steal Little (1995)",Comedy,2.781853281853282,259,comedy
120,Race the Sun (1996),Adventure|Comedy|Drama,2.8838709677419354,155,adventure comedy drama
121,"Boys of St. Vincent, The (1992)",Drama,3.734042553191489,846,drama
122,Boomerang (1992),Comedy|Romance,2.8564931783729155,3958,comedy romance
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.003961516694964,3534,drama mystery romance
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.4833333333333334,330,drama
125,Flirting With Disaster (1996),Comedy,3.731448275862069,3625,comedy
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.3049932523616734,1482,adventure children fantasy
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,3.23,50,drama
128,Jupiter's Wife (1994),Documentary,3.5064102564102564,78,documentary
129,Pie in the Sky (1996),Comedy|Romance,3.145077720207254,193,comedy romance
131,Frankie Starlight (1995),Drama|Romance,3.3098958333333335,192,drama romance
132,Jade (1995),Thriller,2.7699724517906334,2178,thriller
135,Down Periscope (1996),Comedy,3.004985647378758,6619,comedy
136,From the Journals of Jean Seberg (1995),Documentary,3.607843137254902,102,documentary
137,Man of the Year (1995),Documentary,3.272935779816514,218,documentary
138,"Neon Bible, The (1995)",Drama,3.285211267605634,142,drama
140,Up Close and Personal (1996),Drama|Romance,3.289265201029907,5049,drama romance
141,"Birdcage, The (1996)",Comedy,3.513739063959908,23546,comedy
144,"Brothers McMullen, The (1995)",Comedy,3.4652424175337613,4517,comedy
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.282547014186737,15155,action comedy crime drama thriller
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,2.901153212520593,607,adventure children
147,"Basketball Diaries, The (1995)",Drama,3.5936087135224004,4866,drama
148,"Awfully Big Adventure, An (1995)",Drama,2.898921832884097,371,drama
149,Amateur (1994),Crime|Drama|Thriller,3.682905225863596,1129,crime drama thriller
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.8782087951376476,55940,adventure drama imax
151,Rob Roy (1995),Action|Drama|Romance|War,3.5291420578178427,12868,action drama romance war
152,"Addiction, The (1995)",Drama|Horror,3.113826815642458,716,drama horror
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.8626870324189526,35288,action adventure comedy crime
154,Beauty of the Day (Belle de jour) (1967),Drama,3.794795978710822,3382,drama
155,Beyond Rangoon (1995),Adventure|Drama|War,3.4034134988363074,1289,adventure drama war
156,Blue in the Face (1995),Comedy|Drama,3.51697438951757,1679,comedy drama
157,Canadian Bacon (1995),Comedy|War,2.7924214417744917,2705,comedy war
158,Casper (1995),Adventure|Children,2.9121569989579714,14395,adventure children
159,Clockers (1995),Crime|Drama|Mystery,3.4149411287048315,2463,crime drama mystery
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.6030558958158725,15511,action adventure mystery sci-fi
161,Crimson Tide (1995),Drama|Thriller|War,3.7449347051840127,25270,drama thriller war
162,Crumb (1994),Documentary,3.9978783592644977,6363,documentary
163,Desperado (1995),Action|Romance|Western,3.4473877626018252,16327,action romance western
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.458929751156133,4541,crime film-noir mystery thriller
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5161219081272086,38488,action crime thriller
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.896875,800,comedy crime drama
167,Feast of July (1995),Drama,3.1582278481012658,79,drama
168,First Knight (1995),Action|Drama|Romance,3.079358812381554,12664,action drama romance
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.2531303357996584,3514,adventure children drama
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.2208460581382194,8841,action adventure crime thriller
171,Jeffrey (1995),Comedy|Drama,3.5934873949579833,1428,comedy drama
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.762982303452277,13788,action sci-fi thriller
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.567427077763916,16833,action crime sci-fi
174,Jury Duty (1995),Comedy,2.4455626715462033,2186,comedy
175,Kids (1995),Drama,3.512801755669349,5468,drama
176,Living in Oblivion (1995),Comedy,3.845614737685222,2497,comedy
177,Lord of Illusions (1995),Horror,2.8874531054606085,2399,horror
178,Love & Human Remains (1993),Comedy|Drama,3.378968253968254,504,comedy drama
179,Mad Love (1995),Drama|Romance,2.746580852775543,1243,drama romance
180,Mallrats (1995),Comedy|Romance,3.5687152563310685,9714,comedy romance
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.9613543091655268,2924,action children
182,Moonlight and Valentino (1995),Drama|Romance,3.0863309352517985,695,drama romance
183,Mute Witness (1994),Comedy|Horror|Thriller,3.3508771929824563,627,comedy horror thriller
184,Nadja (1994),Drama,3.0948275862068964,348,drama
185,"Net, The (1995)",Action|Crime|Thriller,3.101133663173478,25669,action crime thriller
186,Nine Months (1995),Comedy|Romance,2.8797319641458534,11491,comedy romance
187,Party Girl (1995),Comedy,3.4394871794871795,975,comedy
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.3315135542168677,2656,fantasy horror mystery
189,Reckless (1995),Comedy|Fantasy,3.0015060240963853,332,comedy fantasy
190,Safe (1995),Thriller,3.6240376390076987,1169,thriller
191,"Scarlet Letter, The (1995)",Drama|Romance,2.676520750426379,1759,drama romance
192,The Show (1995),Documentary,3.0576923076923075,78,documentary
193,Showgirls (1995),Drama,2.258718074656189,8144,drama
194,Smoke (1995),Comedy|Drama,3.8433168316831683,6060,comedy drama
195,Something to Talk About (1995),Comedy|Drama|Romance,3.0843076923076924,3250,comedy drama romance
196,Species (1995),Horror|Sci-Fi,2.838971490928932,14662,horror sci-fi
197,"Stars Fell on Henrietta, The (1995)",Drama,3.040909090909091,110,drama
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.422129886118806,9747,action crime drama mystery sci-fi thriller
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.7806205770277628,1837,drama musical romance
200,"Tie That Binds, The (1995)",Thriller,2.836705202312139,346,thriller
201,Three Wishes (1995),Drama|Fantasy,3.0286103542234333,367,drama fantasy
202,Total Eclipse (1995),Drama|Romance,3.0875,480,drama romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.153504880212955,5635,comedy
204,Under Siege 2: Dark Territory (1995),Action,2.931665719158613,8795,action
205,Unstrung Heroes (1995),Comedy|Drama,3.5048399106478034,1343,comedy drama
206,Unzipped (1995),Documentary,3.469844357976654,1028,documentary
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.3657275320970044,5608,drama romance
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.8774138976666985,31329,action adventure sci-fi
209,White Man's Burden (1995),Drama,2.8198675496688743,755,drama
210,Wild Bill (1995),Western,2.891,500,western
211,"Browning Version, The (1994)",Drama,3.588135593220339,590,drama
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.575975359342916,487,adventure comedy crime mystery
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.0155466399197595,1994,drama
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.0345,1000,drama war
215,Before Sunrise (1995),Drama|Romance,3.9393581878244457,8476,drama romance
216,Billy Madison (1995),Comedy,3.2509787472035794,10728,comedy
217,"Babysitter, The (1995)",Drama|Thriller,2.7254335260115607,1038,drama thriller
218,Boys on the Side (1995),Comedy|Drama,3.283888367729831,4264,comedy drama
219,"Cure, The (1995)",Drama,3.6150442477876106,678,drama
220,Castle Freak (1995),Horror,2.4730113636363638,352,horror
222,Circle of Friends (1995),Drama|Romance,3.5347035040431267,5936,drama romance
223,Clerks (1994),Comedy,3.8398552282663228,27906,comedy
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.4382659489176497,8731,comedy drama romance
225,Disclosure (1994),Drama|Thriller,3.2814350264880026,12836,drama thriller
227,Drop Zone (1994),Action|Thriller,3.064725954361271,4689,action thriller
228,Destiny Turns on the Radio (1995),Comedy,2.6673640167364017,478,comedy
229,Death and the Maiden (1994),Drama|Thriller,3.5679304897314377,2532,drama thriller
230,Dolores Claiborne (1995),Drama|Thriller,3.5850159404888418,7528,drama thriller
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.982691158089234,36802,adventure comedy
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.028991262907069,6295,comedy drama romance
233,Exotica (1994),Drama,3.530219018574993,3607,drama
234,Exit to Eden (1994),Comedy,2.6642089093701995,3255,comedy
235,Ed Wood (1994),Comedy|Drama,3.663214367684186,17428,comedy drama
236,French Kiss (1995),Action|Comedy|Romance,3.3171118332408653,12617,action comedy romance
237,Forget Paris (1995),Comedy|Romance,3.2158491151816206,6442,comedy romance
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.1625730994152046,855,adventure children
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.120884520884521,4070,animation children comedy romance
240,Hideaway (1995),Thriller,2.8902007083825265,847,thriller
241,Fluke (1995),Children|Drama,3.018581081081081,592,children drama
242,Farinelli: il castrato (1994),Drama|Musical,3.387184115523466,1108,drama musical
243,Gordy (1995),Children|Comedy|Fantasy,2.5074468085106383,470,children comedy fantasy
244,Gumby: The Movie (1995),Animation|Children,2.3905228758169934,306,animation children
245,The Glass Shield (1994),Crime|Drama,2.9584905660377356,265,crime drama
246,Hoop Dreams (1994),Documentary,4.024880206413564,10852,documentary
247,Heavenly Creatures (1994),Crime|Drama,3.820049813200498,8030,crime drama
248,Houseguest (1994),Comedy,3.0150126422250314,3164,comedy
249,Immortal Beloved (1994),Drama|Romance,3.6717542120911792,5045,drama romance
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.0805429864253395,1105,children comedy
251,"Hunted, The (1995)",Action,3.04,400,action
252,I.Q. (1994),Comedy|Romance,3.212357267273079,10334,comedy romance
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.514375236175841,31756,drama horror
254,Jefferson in Paris (1995),Drama,2.8931962025316458,632,drama
255,"Jerky Boys, The (1995)",Comedy,2.2808411214953273,1070,comedy
256,Junior (1994),Comedy|Sci-Fi,2.691472432837218,10683,comedy sci-fi
257,Just Cause (1995),Mystery|Thriller,3.4076729559748427,3975,mystery thriller
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6253458771444382,1807,adventure children comedy fantasy romance
259,Kiss of Death (1995),Crime|Drama|Thriller,3.0580943121050073,2057,crime drama thriller
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.099823550170568,85010,action adventure sci-fi
261,Little Women (1994),Drama,3.6265712450683547,10899,drama
262,"Little Princess, A (1995)",Children|Drama,3.768804082538274,4507,children drama
263,Ladybird Ladybird (1994),Drama,3.730295566502463,406,drama
264,"Enfer, L' (1994)",Drama,3.3461538461538463,195,drama
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.917927823050058,12026,drama fantasy romance
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.5056397306397304,17820,drama romance war western
267,Major Payne (1995),Comedy,2.8885556068297187,4334,comedy
268,Little Odessa (1994),Crime|Drama,3.316421895861148,749,crime drama
269,My Crazy Life (Mi vida loca) (1993),Drama,3.4818481848184817,606,drama
270,Love Affair (1994),Drama|Romance,3.1750764525993884,1308,drama romance
271,Losing Isaiah (1995),Drama,3.3217938630999213,1271,drama
272,"Madness of King George, The (1994)",Comedy|Drama,3.7450535601764336,7935,comedy drama
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.1245082612116444,7626,drama horror sci-fi
274,Man of the House (1995),Comedy,2.825617283950617,1296,comedy
275,Mixed Nuts (1994),Comedy,2.7240844196151457,1611,comedy
276,Milk Money (1994),Comedy|Romance,2.979223619464188,5487,comedy romance
277,Miracle on 34th Street (1994),Drama,3.4093847758081335,9590,drama
278,Miami Rhapsody (1995),Comedy,3.012775330396476,1135,comedy
279,My Family (1995),Drama,3.6923076923076925,923,drama
280,Murder in the First (1995),Drama|Thriller,3.7149496514329976,5164,drama thriller
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.6710032524393297,3997,comedy drama romance
282,Nell (1994),Drama,3.4025861320836586,11523,drama
283,New Jersey Drive (1995),Crime|Drama,3.0833333333333335,240,crime drama
285,Beyond Bedlam (1993),Drama|Horror,2.3392857142857144,84,drama horror
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.0405405405405403,111,action sci-fi thriller
287,Nina Takes a Lover (1994),Comedy|Romance,3.2346625766871164,326,comedy romance
288,Natural Born Killers (1994),Action|Crime|Thriller,3.261559383499547,26472,action crime thriller
289,Only You (1994),Comedy|Romance,3.3504998485307484,3301,comedy romance
290,Once Were Warriors (1994),Crime|Drama,3.979280781138366,4199,crime drama
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4108596635943047,27883,action drama sci-fi thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.093760455001672,41846,action crime drama thriller
294,"Perez Family, The (1995)",Comedy|Romance,3.184988179669031,846,comedy romance
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.7922912205567454,467,comedy romance
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.196968773181315,98409,comedy crime drama thriller
297,Panther (1995),Drama,3.0984848484848486,264,drama
298,Pushing Hands (Tui shou) (1992),Drama,3.4961089494163424,257,drama
299,Priest (1994),Drama,3.721504559270517,2632,drama
300,Quiz Show (1994),Drama,3.6608252312070193,21085,drama
301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.5183189655172415,464,drama romance
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.753191489361702,1645,drama romance
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.0535305985205112,7435,action thriller western
304,Roommates (1995),Comedy|Drama,3.1892265193370166,724,comedy drama
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.698336252189142,3426,comedy
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.073567151411463,8183,drama
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.981914481333161,7741,drama
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.901628222523745,5896,comedy drama
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.6515486725663715,452,drama
310,Rent-a-Kid (1995),Comedy,2.7926356589147288,258,comedy
311,Relative Fear (1994),Horror|Thriller,2.652439024390244,82,horror thriller
312,Stuart Saves His Family (1995),Comedy,2.611320754716981,1325,comedy
313,"Swan Princess, The (1994)",Animation|Children,3.068273092369478,1494,animation children
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.847212251734865,4179,children drama fantasy mystery
315,"Specialist, The (1994)",Action|Drama|Thriller,2.8936738806624027,11413,action drama thriller
316,Stargate (1994),Action|Adventure|Sci-Fi,3.3812295896634956,35215,action adventure sci-fi
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.1236664246215717,17903,comedy drama fantasy
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.404613860039444,102929,crime drama
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.7687186923279725,7586,comedy drama thriller
320,Suture (1993),Film-Noir|Thriller,3.2678018575851393,323,film-noir thriller
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.763948497854077,932,drama
322,Swimming with Sharks (1995),Comedy|Drama,3.6690254100997106,3109,comedy drama
324,"Sum of Us, The (1994)",Comedy|Drama,3.684049079754601,489,comedy drama
325,National Lampoon's Senior Trip (1995),Comedy,2.6359773371104818,1059,comedy
326,To Live (Huozhe) (1994),Drama,4.084502338009352,1497,drama
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.807646356033453,7533,action comedy sci-fi
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.161526599845798,2594,horror thriller
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3230295610845064,27773,adventure drama sci-fi
330,Tales from the Hood (1995),Action|Crime|Horror,2.8172348484848486,1584,action crime horror
331,Tom & Viv (1994),Drama,3.289855072463768,552,drama
332,Village of the Damned (1995),Horror|Sci-Fi,2.778139939156888,2301,horror sci-fi
333,Tommy Boy (1995),Comedy,3.3695033217336285,12644,comedy
334,Vanya on 42nd Street (1994),Drama,3.821884498480243,1645,drama
335,Underneath (1995),Mystery|Thriller,3.237163814180929,409,mystery thriller
336,"Walking Dead, The (1995)",Drama|War,2.8554421768707483,294,drama war
337,What's Eating Gilbert Grape (1993),Drama,3.747385955920041,19510,drama
338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.98172620276688,4843,action sci-fi thriller
339,While You Were Sleeping (1995),Comedy|Romance,3.496251002405774,24940,comedy romance
340,"War, The (1994)",Adventure|Drama|War,3.3742494996664445,1499,adventure drama war
341,Double Happiness (1994),Drama,3.5997536945812807,406,drama
342,Muriel's Wedding (1994),Comedy,3.509354026845638,11920,comedy
343,"Baby-Sitters Club, The (1995)",Children,2.641039236479321,943,children
344,Ace Ventura: Pet Detective (1994),Comedy,3.001755289271672,42728,comedy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.648421349370419,10642,comedy drama
346,Backbeat (1993),Drama|Musical,3.4176724137931034,1160,drama musical
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.4358052019922525,1807,drama film-noir romance
348,Bullets Over Broadway (1994),Comedy,3.696894031668697,8210,comedy
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6546166134185305,31300,action crime drama thriller
350,"Client, The (1994)",Drama|Mystery|Thriller,3.468937875751503,16467,drama mystery thriller
